Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , 
         7.25,      92.14081, ,           7.5,      49.63444, ,          7.75,      51.14872, ,             8,      54.87671, ,          7.25,      103.4948, ,          7.25,      45.39775, ,          7.25,      62.59024, ,          8.75,      14.84727, ,          7.25,      60.26202, , , , ,           7.5,       75.6916, ,          7.25,      73.18728, ,           7.5,      111.6057, ,          7.25,      118.6603, ,          7.25,      116.6808, ,          7.25,      110.2368, ,           7.5,      85.75251, ,          7.75,      61.82866, ,          8.75,      56.31467, ,         10.25,      85.23062, , 
          7.5,      95.33321, ,          7.75,      48.54973, ,             8,      50.46247, ,          8.25,       54.4887, ,           7.5,      103.7428, ,           7.5,      43.15724, ,           7.5,      62.14953, ,             9,      14.00958, ,          7.75,      49.57389, , , , ,          7.75,      75.94586, ,           7.5,      70.92943, ,          7.75,      107.4435, ,           7.5,      117.9045, ,           7.5,      116.7732, ,           7.5,       110.906, ,          7.75,      85.16118, ,             8,       61.8723, ,             9,      56.33651, ,          10.5,      84.54955, , 
         7.75,      94.82836, ,             8,      47.93879, ,          8.25,      48.67692, ,           8.5,      53.87919, ,          7.75,      101.9973, ,          7.75,      40.30076, ,          7.75,      61.60976, ,          9.25,      13.16833, ,             8,      47.05261, , , , ,             8,      76.70517, ,          7.75,      67.84893, ,             8,      102.4037, ,          7.75,       116.177, ,          7.75,      115.3309, ,          7.75,      111.2241, ,             8,      83.86379, ,          8.25,      61.37641, ,          9.25,      56.37931, ,         10.75,      83.77795, , 
            8,      87.94376, ,          8.25,      47.18373, ,           8.5,      43.39303, ,          8.75,      53.25007, ,             8,      101.4909, ,          8.25,      33.39969, ,             8,      60.96636, ,           9.5,      12.31903, ,          8.25,      44.12549, , , , ,          8.25,       76.2872, ,             8,      66.92853, ,          8.25,      96.63784, ,             8,      115.2576, ,             8,      113.9644, ,             8,      110.9382, ,          8.25,      83.37077, ,           8.5,      60.06569, ,          9.75,      56.08473, ,            11,      82.95476, , 
         8.25,      75.81428, ,           8.5,      46.22156, ,          8.75,      44.38666, ,             9,      52.84058, ,          8.25,      100.7165, ,           8.5,      31.19098, ,          8.25,      60.22253, ,          9.75,      11.46576, ,           8.5,      41.32118, , , , ,           8.5,      75.61541, ,          8.25,      64.60371, ,           8.5,      89.67337, ,          8.25,      112.3487, ,          8.25,      113.0839, ,          8.25,      108.9691, ,           8.5,      82.78667, ,          8.75,      60.28144, ,            10,      55.29175, ,         11.25,      82.06542, , 
          8.5,      65.21684, ,          8.75,      45.17557, ,             9,       44.0221, ,          9.25,      51.97141, ,           8.5,      98.05736, ,          8.75,      29.63025, ,           8.5,       59.4061, ,            10,      10.61883, ,          8.75,      39.40238, , , , ,          8.75,       74.9002, ,           8.5,      61.04877, ,          8.75,      82.93717, ,           8.5,      108.1585, ,           8.5,      109.7818, ,           8.5,       108.008, ,             9,          80.6, ,             9,      60.13915, ,         10.25,      54.31209, ,          11.5,      81.11531, , 
         8.75,      56.09717, ,             9,      44.07858, ,          9.25,      42.60124, ,           9.5,      47.22703, ,          8.75,      97.44595, ,          9.25,       25.7076, ,          8.75,       58.5022, ,         10.25,       9.79933, ,             9,      37.83248, , , , ,             9,      74.13073, ,          8.75,      58.85757, ,             9,      76.41829, ,          8.75,      103.5292, ,          8.75,      108.2695, ,          8.75,      106.3994, ,          9.25,      78.35706, ,          9.25,      59.81967, ,          10.5,      53.12488, ,         11.75,      80.09531, , 
            9,       49.7283, ,          9.25,      42.90175, ,           9.5,      40.68172, ,          9.75,       47.7732, ,             9,      95.64777, ,           9.5,      24.54514, ,             9,       57.5027, ,          10.5,      9.001483, ,          9.25,      35.67205, , , , ,          9.25,      72.96216, ,             9,      56.19069, ,          9.25,      70.74098, ,             9,      97.51886, ,             9,      103.6845, ,             9,      103.2761, ,           9.5,      77.09441, ,           9.5,      59.37206, ,         10.75,      51.67254, ,            12,      79.00422, , 
         9.25,      44.72129, ,           9.5,      41.64451, ,          9.75,      38.46543, ,            10,      47.60952, ,          9.25,      92.31618, ,          9.75,      21.52982, ,          9.25,      60.99936, ,         10.75,      8.228986, ,           9.5,      32.95721, , , , ,           9.5,      71.60704, ,          9.25,      53.59637, ,           9.5,      65.86646, ,          9.25,      90.63317, ,          9.25,      98.62826, ,          9.25,      101.1202, ,          9.75,      76.27768, ,          9.75,       58.7716, ,            11,      49.92354, ,         12.25,       77.8427, , 
          9.5,      40.60683, ,          9.75,       40.1824, ,            10,      35.96886, ,         10.25,      46.89441, ,           9.5,      90.78933, ,            10,      17.49978, ,           9.5,      60.06989, ,            11,       7.54659, ,          9.75,      30.30896, , , , ,          9.75,      71.20712, ,           9.5,      51.15979, ,          9.75,      61.91758, ,           9.5,      83.64848, ,           9.5,      92.97877, ,           9.5,      99.34641, ,            10,      74.86343, ,            10,      57.92226, ,         11.25,      47.95971, ,          12.5,      76.61536, , 
         9.75,      37.44857, ,            10,      38.61579, ,         10.25,      33.18389, ,          10.5,      45.93192, ,          9.75,      86.17086, ,         10.25,      15.32947, ,          9.75,      57.74949, ,         11.25,      7.085813, ,            10,        27.786, , , , ,            10,      70.09681, ,          9.75,      49.08484, ,            10,      59.04406, ,          9.75,      76.27004, ,          9.75,      85.95648, ,          9.75,      95.84716, ,         10.25,      71.83241, ,         10.25,      56.54341, ,          11.5,      45.88646, ,         12.75,      75.30471, , 
           10,      35.41398, ,         10.25,      37.12303, ,          10.5,      30.21445, ,         10.75,       44.8548, ,            10,      81.59688, ,          10.5,      13.32035, ,            10,      54.55846, ,          11.5,      6.719776, ,         10.25,      25.57488, , , , ,         10.25,      68.87535, ,            10,      47.30195, ,         10.25,      55.14262, ,            10,      69.27412, ,            10,      79.05857, ,            10,      91.85998, ,          10.5,      69.53127, ,          10.5,      54.17942, ,         11.75,      43.77308, ,            13,      73.91855, , 
        10.25,      33.75049, ,          10.5,      35.66872, ,         10.75,      27.36013, ,            11,       43.7293, ,         10.25,       74.3009, ,         10.75,        11.524, ,            19,       3.39641, ,         11.75,      6.414934, ,          10.5,      23.48776, , , , ,          10.5,       67.8035, ,         10.25,      45.58204, ,          10.5,      53.28833, ,         10.25,      63.17963, ,         10.25,       72.3311, ,         10.25,       89.2947, ,         10.75,      68.06364, ,         10.75,      54.29516, ,            12,      41.61102, ,         13.25,      72.38112, , 
         10.5,      32.36576, ,         10.75,      34.25221, ,            11,      24.46748, ,         11.25,      42.57612, ,          10.5,      65.26107, ,            11,      9.544778, ,         19.25,      3.360441, ,            12,      6.155801, ,         10.75,      21.47311, , , , ,         10.75,      66.45158, ,          10.5,      43.54538, ,         10.75,      51.07431, ,          10.5,       57.4482, ,          10.5,      65.96712, ,          10.5,      84.18316, ,            11,      65.71416, ,            11,      54.45225, ,         12.25,      39.51873, ,          13.5,      70.59241, , 
        10.75,       31.4568, ,            11,      32.85847, ,         11.25,      21.43599, ,          11.5,      41.32482, ,         10.75,      56.92965, ,          11.5,       5.86856, ,          19.5,      3.359063, ,         12.25,      5.933221, ,            11,      19.56836, , , , ,            11,      64.93795, ,         10.75,      41.13975, ,            11,      48.28895, ,         10.75,      52.69063, ,         10.75,      60.44968, ,         10.75,      80.72399, ,         11.25,      62.53383, ,         11.25,      54.24285, ,          12.5,      37.56261, ,         13.75,      68.49982, , 
           11,      30.79697, ,         11.25,      31.50662, ,          11.5,      18.51182, ,         11.75,      39.99563, ,            11,      49.59463, ,         11.75,      5.582896, ,         19.75,       3.40191, ,          12.5,      5.741686, ,         11.25,      17.76437, , , , ,         11.25,      63.26968, ,            11,      38.81444, ,         11.25,      44.01269, ,            11,      48.93147, ,            11,      55.26398, ,            11,      76.39278, ,          11.5,      60.08725, ,          11.5,      53.82816, ,         12.75,      35.62584, ,            14,      66.26342, , 
        11.25,      30.13531, ,          11.5,      30.33197, ,         11.75,      15.82209, ,            12,      38.52221, ,         11.25,      43.22296, ,            12,      5.384952, ,            20,      3.383672, ,         12.75,      5.580241, ,          11.5,      16.10357, , , , ,          11.5,      62.55897, ,         11.25,      36.51742, ,          11.5,      42.68509, ,         11.25,      45.82362, ,         11.25,       50.6342, ,         11.25,      72.01319, ,         11.75,      58.24807, ,         11.75,      53.29009, ,            13,      33.65378, ,         14.25,      63.83779, , 
         11.5,      29.64577, ,         11.75,      29.32574, ,            12,      13.35782, ,         12.25,      36.78963, ,          11.5,       37.7285, ,         12.25,      5.290285, , , , ,            13,      5.475242, ,         11.75,      14.56691, , , , ,         11.75,      60.94778, ,          11.5,      34.19485, ,         11.75,      40.93463, ,          11.5,      43.26945, ,          11.5,      46.73199, ,          11.5,      67.36661, ,            12,      55.73106, ,            12,      52.59535, ,         13.25,      31.70275, ,          14.5,      61.18784, , 
        11.75,       29.1404, ,            12,      28.47949, ,         12.25,      10.97247, ,          12.5,      34.69082, ,         11.75,      33.28681, ,          12.5,      5.224789, , , , ,         13.25,      5.381249, ,            12,      13.14421, , , , ,            12,      59.35858, ,         11.75,       31.8003, ,            12,      39.11269, ,         11.75,      40.77672, ,         11.75,      43.27587, ,         11.75,      62.95965, ,         12.25,      52.13366, ,         12.25,      51.42446, ,          13.5,      29.68134, ,         14.75,      58.33823, , 
           12,      28.57946, ,         12.25,      27.76504, ,          12.5,      6.271467, ,         12.75,      32.12299, ,            12,      30.70372, ,         12.75,      5.090111, , , , ,          13.5,      5.259994, ,         12.25,      11.84114, , , , ,         12.25,      57.23914, ,            12,      29.33046, ,         12.25,      37.28718, ,            12,      38.11855, ,            12,      40.38581, ,            12,      57.52759, ,          12.5,      50.76541, ,          12.5,       50.2812, ,         13.75,      27.66871, ,            15,      55.07502, , 
        12.25,      27.69042, ,          12.5,      27.03642, ,         12.75,      5.659069, ,            13,      28.94522, ,         12.25,      29.14376, ,            13,      4.937662, , , , ,         13.75,      5.143318, ,          12.5,      10.65183, , , , ,          12.5,      54.82384, ,         12.25,      26.85728, ,          12.5,      35.55108, ,         12.25,      36.74217, ,         12.25,      38.04888, ,         12.25,      53.90812, ,         12.75,      48.62927, ,         12.75,      48.10602, ,            14,      25.78957, ,         15.25,      51.35515, , 
         12.5,      26.72801, ,         12.75,       25.9865, ,            13,      5.558947, ,         13.25,      25.23142, ,          12.5,      27.60276, ,         13.25,      4.723609, , , , ,            14,      5.032894, ,         12.75,      9.589524, , , , ,         12.75,      53.03578, ,          12.5,      24.44688, ,         12.75,      33.79881, ,          12.5,       35.2577, ,          12.5,      35.50442, ,          12.5,      49.70131, ,            13,      45.37359, ,            13,      43.98884, ,         14.25,      23.94425, ,          15.5,      47.36082, , 
        12.75,      25.72543, ,            13,       24.6217, ,         13.25,      4.595049, ,          13.5,      22.58169, ,         12.75,      26.10174, ,          13.5,      4.339292, , , , ,         14.25,      4.928827, ,            13,      8.609151, , , , ,            13,      51.51335, ,         12.75,      22.16156, ,            13,      31.90536, ,         12.75,      33.52122, ,         12.75,      33.90089, ,         12.75,      45.93016, ,         13.25,      43.66598, ,         13.25,      40.66087, ,          14.5,      22.30922, ,         15.75,      43.18489, , 
           13,      25.07438, ,         13.25,      22.98382, ,          13.5,      4.453485, ,         13.75,      21.56142, ,            13,      24.69946, ,         13.75,      4.217557, , , , ,          14.5,      4.830737, ,         13.25,      7.695185, , , , ,         13.25,      50.32631, ,            13,      20.07565, ,         13.25,       29.8009, ,            13,      31.85351, ,            13,      32.09933, ,            13,      42.95771, ,          13.5,      41.83066, ,          13.5,      37.51005, ,         14.75,      20.70859, ,            16,       39.1085, , 
        13.25,      24.43212, ,          13.5,      21.38366, ,         13.75,      4.333316, ,            14,      20.45528, ,         13.25,      23.28686, ,            14,       4.10747, , , , ,         14.75,      4.738025, ,          13.5,      6.857714, , , , ,          13.5,      48.90487, ,         13.25,      18.20552, ,          13.5,        27.229, ,         13.25,       29.7689, ,         13.25,      29.71524, ,         13.25,      39.93443, ,         13.75,      39.48536, ,         13.75,      34.54234, ,            15,      19.33416, ,         16.25,      35.10918, , 
         13.5,      23.72804, ,         13.75,      19.89155, ,            14,      4.230117, ,         14.25,      19.25999, ,          13.5,      21.98483, ,         14.25,      4.007063, , , , ,            15,      4.650204, ,         13.75,      6.135835, , , , ,         13.75,      47.14381, ,          13.5,      17.55594, ,         13.75,      25.81771, ,          13.5,      27.62844, ,          13.5,      28.81088, ,          13.5,      37.09846, ,            14,      37.45865, ,            14,      31.83666, ,         15.25,      17.96177, ,          16.5,      31.24688, , 
        13.75,      22.80782, ,            14,      18.50763, ,         14.25,      4.140817, ,          14.5,      17.98459, ,         13.75,      20.63799, ,          14.5,      3.914373, , , , ,         15.25,      4.566807, ,            14,      5.628774, , , , ,            14,      45.21253, ,         13.75,      16.49435, ,            14,      24.98037, ,         13.75,       26.7525, ,         13.75,      27.78552, ,         13.75,       34.8651, ,         14.25,      36.08199, ,         14.25,      29.10597, ,          15.5,      16.71295, ,         16.75,      27.60485, , 
           14,      21.84525, ,         14.25,      17.21522, ,          14.5,      4.063246, ,         14.75,      16.63332, ,            14,      19.44328, ,         14.75,      3.831094, , , , ,          15.5,      4.487416, ,          14.5,       5.04616, , , , ,         14.25,      43.70117, ,            14,      15.32484, ,         14.25,      24.14817, ,            14,      25.69131, ,            14,      26.52481, ,            14,      32.22367, ,          14.5,      34.41189, ,          14.5,      26.53945, ,         15.75,      15.58347, ,            17,      24.28241, , 
        14.25,      21.36328, ,          14.5,      16.02407, ,         14.75,      3.995971, ,            15,       15.2028, ,         14.25,      18.20278, ,            15,      3.760599, , , , ,         15.75,      4.411642, ,         14.75,      4.829982, , , , ,          14.5,      42.31075, ,         14.25,      14.12185, ,          14.5,      23.23836, ,         14.25,       24.6994, ,         14.25,      25.38731, ,         14.25,      30.41927, ,         14.75,      32.36374, ,         14.75,      24.18665, ,            16,      14.52913, ,         17.25,      21.29582, , 
         14.5,      20.88287, ,         14.75,        14.854, ,            15,       3.93786, ,         15.25,      13.69326, ,          14.5,       17.1449, ,         15.25,      3.704817, , , , ,            16,      4.339271, ,            15,      4.676898, , , , ,         14.75,      41.12028, ,          14.5,      12.89755, ,         14.75,      22.24305, ,          14.5,      23.70453, ,          14.5,      24.21033, ,          14.5,      28.54279, ,            15,      31.02913, ,            15,      22.01275, ,         16.25,       13.5391, ,          17.5,      18.65922, , 
        14.75,      20.38582, ,            15,      13.59337, ,         15.25,      3.894104, ,          15.5,      11.99941, ,         14.75,      16.11634, ,          15.5,      3.663729, , , , ,         16.25,      4.270037, ,         15.25,      4.559959, , , , ,            15,      39.70233, ,         14.75,      11.62357, ,            15,      21.36945, ,         14.75,      22.62889, ,         14.75,      22.75197, ,         14.75,      26.75203, ,         15.25,      29.79937, ,         15.25,      20.17229, ,          16.5,      12.55416, ,         17.75,      16.85951, , 
           15,      19.81471, ,            17,      4.948727, ,          15.5,      3.869573, ,         15.75,      9.281946, ,            15,      15.40352, ,         15.75,      3.631828, , , , ,          16.5,       4.20367, ,          15.5,      4.464305, , , , ,         15.25,      37.54651, ,            16,      5.208106, ,         15.25,      20.51046, ,            15,      21.72838, ,            15,       21.2042, ,            15,      25.45939, ,          15.5,      28.29637, ,          15.5,      18.64591, ,         16.75,      11.64269, ,            18,      15.06493, , 
        15.25,      19.19242, ,         17.25,      4.754377, ,         15.75,      3.861941, ,         16.25,      4.106846, ,         15.25,      14.94493, ,            16,       3.60784, , , , ,         16.75,      4.139971, ,         15.75,       4.37892, , , , ,          15.5,      35.80909, ,         16.25,      5.005578, ,          15.5,      19.62057, ,         15.25,      20.86346, ,         15.25,      20.30069, ,         15.25,      23.83738, ,         15.75,      26.70747, ,         15.75,      17.16842, ,            17,      10.77378, ,         18.25,      14.00023, , 
         15.5,      18.65385, ,          17.5,       4.61805, ,            16,      3.670072, ,            17,      3.491053, ,          15.5,      14.50384, ,         16.25,      3.589111, , , , ,            17,      4.078754, ,            16,      4.301305, , , , ,         15.75,      34.69327, ,          16.5,      4.880846, ,         15.75,      18.83183, ,          15.5,      19.89506, ,          15.5,      19.65685, ,          15.5,      22.80157, ,            16,      25.93031, ,            16,      15.79482, ,         17.25,      9.947328, ,          18.5,      12.96483, , 
        15.75,       18.1423, ,         17.75,      4.517631, ,         16.25,      3.615327, ,         17.25,      3.449834, ,         15.75,       13.9941, ,          16.5,      3.527114, , , , ,         17.25,      4.019808, ,         16.25,        4.2307, , , , ,            16,      33.24357, ,         16.75,      4.888371, ,            16,      18.02064, ,         15.75,      19.02473, ,         15.75,       19.0311, ,         15.75,      21.70985, ,         16.25,      24.96652, ,         16.25,      14.52078, ,          17.5,      9.163326, ,         18.75,      12.00851, , 
           16,      17.65139, ,            18,      4.429374, ,          16.5,      3.565078, ,          17.5,       3.41495, ,            16,       13.5656, ,         16.75,      3.393515, , , , ,          17.5,       3.96282, ,          16.5,       4.16669, , , , ,         16.25,      31.72553, ,            17,      4.962301, ,         16.25,       17.1971, ,            16,      18.11376, ,            16,      18.35372, ,            16,      20.52529, ,          16.5,      23.59326, ,          16.5,      13.34287, ,         17.75,      8.417145, ,            19,      11.48127, , 
        16.25,      17.06433, ,         18.25,      4.357766, ,         16.75,      3.518613, ,         17.75,      3.385291, ,         16.25,      13.18486, ,            17,      3.350552, , , , ,         17.75,      3.907179, ,         16.75,      4.107718, , , , ,          16.5,      29.66738, ,         17.25,      4.720607, ,          16.5,      16.47213, ,         16.25,      17.06283, ,         16.25,      17.61223, ,         16.25,      19.80823, ,         16.75,      22.45832, ,         16.75,      12.20792, ,            18,       7.77254, ,         19.25,      11.06498, , 
         16.5,      16.49762, ,          18.5,      4.303127, ,          17.5,      3.399672, ,            18,      3.360418, ,          16.5,      12.82148, ,         17.25,      3.311262, , , , ,            18,      3.848884, ,            17,      4.053083, , , , ,         16.75,      28.70974, ,         17.75,      4.379625, ,         16.75,      15.75633, ,          16.5,      16.19422, ,          16.5,      17.00273, ,          16.5,      18.97318, ,            17,       21.8111, ,            17,      11.15629, ,         18.25,      7.204004, ,          19.5,      10.70102, , 
        16.75,      15.93722, ,         18.75,      4.260167, ,         17.75,      3.365879, ,         18.25,       3.34292, ,         16.75,      12.43664, ,          17.5,      3.277983, , , , ,         18.25,      3.780505, ,         17.25,      3.997911, , , , ,            17,      27.44806, ,            18,      4.287265, ,            17,        15.032, ,         16.75,      15.81298, ,         16.75,      16.43518, ,         16.75,       17.9126, ,         17.25,      20.89507, ,         17.25,      10.18936, ,          18.5,      6.675149, ,         19.75,      10.36295, , 
           17,      15.32386, ,            19,      4.231001, ,            18,      3.340741, ,          18.5,      3.330633, ,            17,      12.04125, ,         17.75,      3.250605, , , , ,          18.5,         3.695, ,          17.5,      3.936259, , , , ,         17.25,      25.39074, ,         18.25,      4.221579, ,         17.25,      14.38337, ,            17,      15.34504, ,            17,      15.79219, ,            17,      17.40086, ,          17.5,      19.58503, ,          17.5,      9.308393, ,         18.75,       6.17472, ,            20,      10.00238, , 
        17.25,       14.6118, ,         19.25,      4.185098, ,         18.25,       3.32171, ,         18.75,      3.321109, ,         17.25,      11.70385, ,            18,      3.225735, , , , ,         18.75,      3.556011, ,         17.75,      3.868733, , , , ,          17.5,      24.37834, ,          18.5,      4.164985, ,          17.5,      13.73156, ,         17.25,      14.86999, ,         17.25,       15.2311, ,         17.25,      16.87154, ,         17.75,       19.0142, ,         17.75,      8.509437, ,            19,      5.682116, , , , , 
         17.5,      13.95856, ,          19.5,      3.921312, ,          18.5,      3.312603, ,            19,      3.317038, ,          17.5,      11.38619, ,         18.25,       3.20183, , , , ,            19,      3.499594, ,            18,      3.777542, , , , ,         17.75,      23.09461, ,         18.75,      4.108273, ,         17.75,      13.07053, ,          17.5,       14.4423, ,          17.5,      14.70955, ,          17.5,      16.20701, ,            18,      18.42484, ,         18.25,      7.276826, ,         19.25,      5.090339, , , , , 
        17.75,      13.28179, ,         19.75,      3.823434, ,         18.75,      3.307745, ,         19.25,      3.319833, ,         17.75,      11.07625, ,          18.5,      3.178442, , , , ,         19.25,      3.443954, , , , , , , ,            18,      21.34468, ,            19,      4.038177, ,            18,      12.46587, ,         17.75,      14.00641, ,         17.75,       14.1431, ,         17.75,      15.45036, ,         18.25,      17.53224, ,          18.5,      6.777781, , , , , , , , 
           18,      12.61973, ,            20,      3.737539, ,            19,       3.30553, ,          19.5,      3.209037, ,            18,      10.72593, ,         18.75,      3.155471, , , , ,          19.5,       3.38895, , , , , , , ,         18.25,      20.52912, ,         19.25,      3.866736, ,         18.25,      11.83166, ,            18,      13.49804, ,            18,      13.57193, ,            18,      14.71944, ,          18.5,      16.64095, ,         18.75,      6.338378, , , , , , , , 
        18.25,      12.02302, , , , ,         19.25,      3.303998, ,         19.75,      3.182792, ,         18.25,      10.40256, ,            19,      3.133017, , , , ,         19.75,       3.33444, , , , , , , ,          18.5,      19.09864, ,          19.5,      3.805631, ,          18.5,      11.22784, ,         18.25,      13.07099, ,         18.25,      13.05277, ,         18.25,      14.37403, ,         18.75,      16.24627, ,            19,      5.947616, , , , , , , , 
         18.5,       11.3993, , , , ,          19.5,      3.201824, ,            20,      3.157296, ,          18.5,      10.11588, ,         19.25,       3.11112, , , , ,            20,      3.280207, , , , , , , ,         18.75,      18.08045, ,         19.75,      3.747382, ,         18.75,      10.63035, ,          18.5,      12.66664, ,          18.5,      12.47267, ,          18.5,      13.90093, ,            19,      15.77526, ,         19.25,      5.581269, , , , , , , , 
        18.75,      10.84857, , , , ,         19.75,      3.173285, , , , ,         18.75,      9.840689, ,          19.5,      3.089726, , , , , , , , , , , , , ,            19,      17.10131, ,            20,      3.691611, ,            19,      10.04762, ,         18.75,      12.21421, ,         18.75,      12.15935, ,         18.75,      13.51704, ,         19.25,      15.04864, ,          19.5,      5.274854, , , , , , , , 
           19,      10.28296, , , , ,            20,      3.146046, , , , ,            19,       9.56947, ,         19.75,      3.069022, , , , , , , , , , , , , ,         19.25,      15.99381, , , , ,         19.25,      9.477472, ,            19,      11.80347, ,            19,      11.81201, ,            19,      13.12518, ,          19.5,      14.40497, ,         19.75,      4.949079, , , , , , , , 
        19.25,      9.775185, , , , , , , , , , ,         19.25,      9.267916, ,            20,      3.048881, , , , , , , , , , , , , ,          19.5,      15.39651, , , , ,          19.5,      8.949773, ,         19.25,      11.43751, ,         19.25,      11.52844, ,         19.25,       12.6501, ,         19.75,      13.95871, ,            20,      4.652042, , , , , , , , 
         19.5,      9.256127, , , , , , , , , , ,          19.5,       8.97719, , , , , , , , , , , , , , , , ,         19.75,      14.48542, , , , ,         19.75,      8.430358, ,          19.5,      11.05993, ,          19.5,      11.25522, ,          19.5,      12.13667, ,            20,      13.62556, , , , , , , , , , , 
        19.75,      8.777551, , , , , , , , , , ,         19.75,      8.710011, , , , , , , , , , , , , , , , ,            20,      13.73026, , , , ,            20,      7.964119, ,         19.75,      10.66998, ,         19.75,      10.92566, ,         19.75,       11.6225, , , , , , , , , , , , , , 
           20,      8.321727, , , , , , , , , , ,            20,      8.445628, , , , , , , , , , , , , , , , , , , , , , , , , ,            20,      10.33275, ,            20,      10.61949, ,            20,      11.26861, , , , , , , , , , , , , , 

